applicationId,totalMonthlyIncome,totalCommitments,debtServiceRatio,newDebtServiceRatio,savingsAmount,cashReserveMonths,ctosScore,creditScoreCategory,totalCreditUtilization,numberOfLatePayments,employmentTenureMonths,employmentStabilityScore,loanAmount,instalmentToIncomeRatio,approvalDecision
LA-2026-002242,1955.26,2019.98,0.805,0.983,1509.51,0.6,547,0,0.58,2,3,0.05,29180.08,0.178,0
LA-2026-002243,5682.37,2368.71,0.336,0.376,10971.49,4.1,838,3,0.34,0,80,1.0,21016.56,0.04,1
LA-2026-002244,1660.32,1392.94,0.709,2.386,1474.25,0.3,321,0,0.46,0,9,0.15,72840.58,1.677,0
LA-2026-002245,5515.62,3875.97,0.567,0.832,13384.13,2.4,711,2,0.11,0,30,0.5,20853.29,0.265,0
LA-2026-002246,2379.51,3082.42,1.079,3.241,40437.59,4.4,366,0,0.48,3,10,0.17,72135.48,2.162,0
LA-2026-002247,5665.19,3563.0,0.592,1.97,49382.84,4.2,686,2,0.17,1,33,0.55,97310.69,1.378,1
LA-2026-002248,10472.85,1243.47,0.123,0.197,12247.93,6.1,818,3,0.34,0,64,1.0,30747.37,0.074,1
LA-2026-002249,4948.82,4.31,0.001,0.874,50666.09,11.9,597,1,0.18,2,9,0.15,95562.74,0.873,0
LA-2026-002250,3926.75,887.7,0.19,0.254,10366.96,8.7,685,2,0.4,0,27,0.45,18163.59,0.064,1
LA-2026-002251,5686.73,1893.08,0.298,0.439,33242.56,11.9,707,2,0.32,0,15,0.25,47678.42,0.142,0
LA-2026-002252,4574.3,2487.71,0.431,0.643,44051.59,11.9,695,2,0.18,1,21,0.35,62643.28,0.213,1
LA-2026-002253,3922.89,664.02,0.136,0.614,28159.4,9.4,594,1,0.38,3,11,0.18,52193.59,0.478,0
LA-2026-002254,9953.15,2197.92,0.167,0.227,1541.72,0.5,802,3,0.16,0,114,1.0,34897.51,0.06,1
LA-2026-002255,10569.17,2530.47,0.195,0.351,55279.17,12.1,826,3,0.66,0,80,1.0,83978.02,0.156,1
LA-2026-002256,9659.07,2033.58,0.165,0.858,24940.12,2.4,750,3,0.12,0,37,0.62,99572.48,0.693,0
LA-2026-002257,3724.12,1382.29,0.292,0.375,16527.89,9.3,594,1,0.49,2,15,0.25,28384.21,0.083,0
LA-2026-002258,6866.82,2716.17,0.382,1.328,57554.91,6.1,694,2,0.18,0,26,0.43,77286.38,0.945,0
LA-2026-002259,3102.97,1881.49,0.473,0.881,9378.24,2.7,636,1,0.27,2,11,0.18,18629.75,0.408,0
LA-2026-002260,3384.32,3457.87,0.809,1.185,14817.63,2.9,646,1,0.53,0,9,0.15,81371.62,0.376,0
LA-2026-002261,2839.38,495.6,0.165,0.264,11255.56,14.2,573,1,0.47,0,11,0.18,15665.89,0.099,0
LA-2026-002262,2489.24,42.57,0.014,0.303,2475.02,2.6,631,1,0.34,0,7,0.12,52248.82,0.29,0
LA-2026-002263,3595.3,2448.49,0.551,0.595,3226.54,1.2,572,1,0.31,4,16,0.27,10312.51,0.044,0
LA-2026-002264,3793.54,2088.67,0.42,0.707,8308.76,2.4,681,2,0.62,0,25,0.42,46886.84,0.287,1
LA-2026-002265,2234.22,2539.12,0.886,3.512,51622.37,5.1,617,1,0.55,0,9,0.15,88340.6,2.626,0
LA-2026-002266,1422.25,607.29,0.334,1.141,74108.39,35.8,337,0,0.69,4,4,0.07,98722.99,0.806,0
LA-2026-002267,4192.06,1722.1,0.376,0.878,71162.13,17.7,631,1,0.23,0,9,0.15,96130.47,0.503,0
LA-2026-002268,3284.33,999.17,0.232,0.391,22998.82,13.7,641,1,0.13,0,12,0.2,43967.17,0.159,0
LA-2026-002269,4804.67,4536.02,0.797,1.097,26553.97,4.3,697,2,0.32,1,21,0.35,71300.69,0.3,1
LA-2026-002270,5966.87,2474.66,0.347,0.889,6356.21,1.0,658,2,0.41,0,19,0.32,86149.1,0.542,0
LA-2026-002271,6753.44,1771.51,0.229,0.54,5323.78,1.3,676,2,0.62,1,33,0.55,55005.03,0.311,1
LA-2026-002272,1558.25,1611.06,0.782,1.756,2285.51,0.6,417,0,0.18,3,1,0.02,45931.56,0.974,0
LA-2026-002273,4902.67,1067.43,0.171,0.357,11135.13,5.0,716,2,0.64,0,13,0.22,49113.74,0.186,1
LA-2026-002274,4983.22,3303.13,0.691,0.755,1476.34,0.4,590,1,0.19,3,9,0.15,18119.4,0.064,0
LA-2026-002275,3631.83,3557.72,0.747,0.871,11444.49,2.8,605,1,0.25,0,18,0.3,24570.39,0.124,0
LA-2026-002276,10948.62,2069.24,0.161,0.215,20595.95,7.5,773,3,0.47,0,64,1.0,49612.23,0.054,1
LA-2026-002277,7867.28,3139.04,0.373,0.501,23527.2,5.6,827,3,0.16,0,44,0.73,55842.15,0.127,1
LA-2026-002278,10981.67,583.39,0.043,0.346,33012.42,7.0,784,3,0.34,0,113,1.0,93814.6,0.304,1
LA-2026-002279,3132.96,2798.4,0.692,1.638,3927.96,0.6,565,1,0.37,3,17,0.28,44343.01,0.946,0
LA-2026-002280,4987.25,1294.9,0.287,0.381,2422.93,1.4,668,2,0.58,0,15,0.25,14546.62,0.094,0
LA-2026-002281,2132.54,3277.73,1.273,2.084,48116.8,9.0,382,0,0.19,3,9,0.15,85218.22,0.811,0
LA-2026-002282,2165.02,863.52,0.321,0.656,23576.6,13.4,599,1,0.6,4,15,0.25,47554.19,0.335,0
LA-2026-002283,4511.32,1261.08,0.23,0.9,58399.94,11.8,687,2,0.5,0,12,0.2,83693.83,0.67,1
LA-2026-002284,1502.9,3259.78,1.661,1.902,9988.77,2.7,514,0,0.35,2,9,0.15,20655.04,0.241,0
LA-2026-002285,1941.48,3461.68,1.407,2.032,6353.4,1.3,328,0,0.68,4,11,0.18,49825.54,0.625,0
LA-2026-002286,5169.77,1363.32,0.258,0.52,11551.29,4.2,712,2,0.65,0,18,0.3,30502.52,0.262,1
LA-2026-002287,11384.24,1849.45,0.136,0.626,21524.57,2.5,808,3,0.63,0,78,1.0,77290.1,0.49,1
LA-2026-002288,6862.54,1263.48,0.144,0.287,29140.46,11.6,827,3,0.32,0,38,0.63,89758.96,0.143,1
LA-2026-002289,6149.07,2633.7,0.339,0.495,24977.4,6.5,740,2,0.53,0,92,1.0,76753.14,0.156,1
LA-2026-002290,10365.13,1543.37,0.133,0.247,19361.42,6.8,762,3,0.3,0,46,0.77,57086.49,0.114,1
LA-2026-002291,7798.11,2432.04,0.25,0.328,19053.49,6.0,768,3,0.37,0,32,0.53,37444.83,0.078,1
LA-2026-002292,1401.13,1688.85,0.956,1.096,4418.13,2.3,404,0,0.56,0,8,0.13,15901.51,0.14,0
LA-2026-002293,11211.7,4276.2,0.353,0.514,7486.91,1.2,762,3,0.18,0,58,0.97,84910.76,0.161,1
LA-2026-002294,1697.5,498.86,0.24,3.622,9093.62,1.2,352,0,0.49,4,2,0.03,82489.18,3.382,0
LA-2026-002295,3253.54,4171.99,1.029,1.558,13710.07,2.2,574,1,0.63,1,6,0.1,90745.53,0.529,0
LA-2026-002296,3509.3,2317.05,0.556,0.744,6732.55,2.2,559,1,0.44,4,14,0.23,52116.17,0.188,0
LA-2026-002297,5587.07,1781.39,0.249,0.312,1111.28,0.5,716,2,0.65,0,16,0.27,25792.26,0.062,1
LA-2026-002298,12444.64,1939.43,0.149,0.262,54910.04,16.1,839,3,0.53,0,30,0.5,75226.98,0.113,1
LA-2026-002299,3528.62,2226.32,0.547,0.706,9154.72,3.2,694,2,0.4,2,12,0.2,21301.9,0.158,1
LA-2026-002300,2363.81,1734.89,0.619,0.9,3794.62,1.5,337,0,0.34,4,5,0.08,9091.83,0.281,1
LA-2026-002301,1678.12,1803.63,1.057,2.544,28202.95,6.5,346,0,0.41,0,5,0.08,58641.48,1.487,0
LA-2026-002302,2450.74,1969.26,0.74,1.131,43889.72,14.6,483,0,0.37,5,10,0.17,64558.51,0.391,0
LA-2026-002303,2361.92,329.28,0.109,0.575,62865.48,36.0,369,0,0.48,4,12,0.2,94694.03,0.466,0
LA-2026-002304,2858.13,2448.0,0.816,1.098,7181.4,2.2,567,1,0.69,2,14,0.23,9951.29,0.282,0
LA-2026-002305,2007.77,1226.44,0.543,0.851,30667.86,16.0,376,0,0.41,3,7,0.12,40328.01,0.308,0
LA-2026-002306,2432.31,589.61,0.203,1.175,20538.77,6.0,459,0,0.48,3,11,0.18,95011.87,0.972,0
LA-2026-002307,11344.31,3748.78,0.254,0.428,1277.7,0.2,828,3,0.24,0,78,1.0,57848.17,0.173,1
LA-2026-002308,5690.02,2304.33,0.329,0.609,9587.66,2.2,702,2,0.37,0,25,0.42,23050.54,0.28,1
LA-2026-002309,4214.34,3382.16,0.681,0.831,18550.24,4.5,678,2,0.26,0,35,0.58,39261.83,0.15,1
LA-2026-002310,6951.44,2190.37,0.249,0.566,3538.72,0.7,731,2,0.45,0,98,1.0,62865.21,0.317,1
LA-2026-002311,2391.05,1708.47,0.628,1.423,15567.93,4.0,450,0,0.54,1,7,0.12,24917.88,0.795,0
LA-2026-002312,3098.76,2759.75,0.677,0.932,1902.59,0.5,601,1,0.24,2,12,0.2,45363.96,0.256,0
LA-2026-002313,4986.46,3796.28,0.572,0.618,3593.68,0.9,691,2,0.69,1,24,0.4,16407.39,0.046,1
LA-2026-002314,2721.63,2693.71,1.014,1.481,3943.99,1.0,447,0,0.46,4,7,0.12,53522.43,0.468,0
LA-2026-002315,4723.67,2977.06,0.592,0.999,22958.92,4.6,678,2,0.46,2,14,0.23,68062.09,0.407,1
LA-2026-002316,2134.67,2118.82,0.767,1.019,1864.1,0.7,512,0,0.15,1,8,0.13,30636.79,0.253,0
LA-2026-002317,6023.29,1774.5,0.232,0.249,4275.88,2.2,832,3,0.32,0,43,0.72,6641.43,0.016,1
LA-2026-002318,3138.49,2828.58,0.682,0.8,7529.73,2.3,552,1,0.17,1,13,0.22,10966.32,0.118,0
LA-2026-002319,3744.98,4254.54,0.958,1.124,19467.91,3.9,558,1,0.11,1,9,0.15,32906.18,0.166,0
LA-2026-002320,11441.27,3396.81,0.284,0.404,9307.76,1.9,721,2,0.15,0,67,1.0,77812.42,0.12,1
LA-2026-002321,4394.62,2221.78,0.488,0.895,15833.85,3.9,704,2,0.65,0,30,0.5,79636.81,0.407,1
LA-2026-002322,8192.93,228.13,0.021,0.112,4417.04,3.6,726,2,0.26,0,61,1.0,40870.96,0.091,1
LA-2026-002323,8526.21,781.82,0.07,0.275,4433.52,1.5,743,2,0.36,0,119,1.0,51550.29,0.204,1
LA-2026-002324,9131.0,1325.93,0.12,0.151,3790.72,2.3,747,2,0.43,0,45,0.75,18496.21,0.031,1
LA-2026-002325,6411.64,1688.67,0.22,0.537,20706.21,5.0,826,3,0.29,0,116,1.0,54913.77,0.317,1
LA-2026-002326,2517.65,2732.18,0.845,3.397,20226.97,1.8,489,0,0.43,3,4,0.07,95975.13,2.551,0
LA-2026-002327,5178.54,2171.75,0.442,0.722,67158.77,18.9,564,1,0.36,0,10,0.17,90977.85,0.28,1
LA-2026-002328,3611.38,1450.87,0.315,0.516,38194.87,16.1,710,2,0.68,0,12,0.2,64587.47,0.201,1
LA-2026-002329,2640.71,1747.19,0.545,1.625,8067.64,1.5,533,0,0.47,5,7,0.12,79505.79,1.08,0
LA-2026-002330,5848.61,3536.79,0.511,0.718,22518.25,4.5,650,2,0.2,1,36,0.6,61285.1,0.208,0
LA-2026-002331,5614.62,1986.09,0.288,0.398,11767.42,4.3,698,2,0.23,0,32,0.53,31717.73,0.111,1
LA-2026-002332,12917.33,2177.96,0.163,0.243,8813.2,2.7,751,3,0.39,0,73,1.0,47286.51,0.08,1
LA-2026-002333,5811.4,3562.38,0.512,0.624,28984.55,6.7,716,2,0.63,0,33,0.55,52674.85,0.113,0
LA-2026-002334,3902.21,3758.05,0.767,1.326,20020.06,3.1,623,1,0.68,0,14,0.23,31911.77,0.56,0
LA-2026-002335,3106.23,1518.3,0.396,0.661,3410.23,1.3,573,1,0.58,1,16,0.27,53797.23,0.265,0
LA-2026-002336,2959.76,3165.12,0.808,0.869,5272.73,1.5,638,1,0.42,2,7,0.12,15365.12,0.061,0
LA-2026-002337,15273.68,1565.42,0.105,0.3,34128.15,7.6,723,2,0.12,0,116,1.0,66418.01,0.195,1
LA-2026-002338,6601.02,2077.18,0.335,0.59,6958.25,1.9,688,2,0.31,2,25,0.42,65519.95,0.255,0
LA-2026-002339,11223.62,1195.3,0.116,0.175,10807.45,6.0,739,2,0.22,0,95,1.0,19068.1,0.058,1
LA-2026-002340,6920.75,1573.84,0.173,0.196,2025.85,1.1,830,3,0.28,0,39,0.65,8559.13,0.023,1
LA-2026-002341,3935.43,1916.46,0.365,0.452,10582.69,4.5,697,2,0.46,2,14,0.23,15145.08,0.087,1
LA-2026-002342,3553.46,2657.59,0.671,0.859,10434.14,3.1,630,1,0.56,0,9,0.15,24552.21,0.188,0
LA-2026-002343,2671.31,1497.47,0.44,0.62,4605.99,2.2,404,0,0.24,0,12,0.2,13840.49,0.18,0
LA-2026-002344,5630.67,4826.41,0.714,0.785,14367.86,2.7,671,2,0.4,1,24,0.4,20327.41,0.072,1
LA-2026-002345,2736.71,1807.47,0.517,1.929,18613.04,2.8,495,0,0.69,1,7,0.12,57472.97,1.412,0
LA-2026-002346,5364.01,909.38,0.136,0.529,1976.39,0.6,704,2,0.23,0,19,0.32,59244.99,0.393,1
LA-2026-002347,4962.14,903.59,0.153,0.53,48514.35,15.5,716,2,0.66,0,28,0.47,72493.13,0.377,0
LA-2026-002348,2907.01,2086.62,0.608,0.692,2093.8,0.9,610,1,0.66,0,9,0.15,15639.1,0.084,0
LA-2026-002349,9124.34,1511.86,0.137,0.246,27475.95,10.1,746,2,0.49,0,56,0.93,65038.44,0.109,1
LA-2026-002350,1795.17,1187.61,0.621,1.114,29924.21,14.1,418,0,0.6,3,2,0.03,39457.05,0.493,0
LA-2026-002351,2843.58,2616.38,0.814,0.929,2888.28,1.0,526,0,0.33,3,4,0.07,23601.28,0.115,0
LA-2026-002352,6733.3,2331.37,0.293,0.339,4191.87,1.6,668,2,0.41,2,33,0.55,15713.56,0.046,1
LA-2026-002353,9330.97,363.34,0.032,0.279,3651.89,1.1,781,3,0.1,0,32,0.53,32986.92,0.247,1
LA-2026-002354,4905.88,2118.15,0.329,0.457,4726.23,1.6,695,2,0.63,0,16,0.27,56040.92,0.128,1
LA-2026-002355,2399.31,2737.06,0.941,1.316,18714.72,4.9,370,0,0.5,5,3,0.05,35834.77,0.375,0
LA-2026-002356,2692.49,3871.08,1.194,1.447,3835.8,0.8,534,0,0.23,0,10,0.17,53507.42,0.254,0
LA-2026-002357,10422.84,1061.85,0.108,0.222,25091.45,11.5,786,3,0.51,0,69,1.0,38132.71,0.114,1
LA-2026-002358,5749.1,1355.29,0.193,0.243,9167.3,5.4,696,2,0.27,0,21,0.35,11532.59,0.05,1
LA-2026-002359,3355.99,3842.45,1.092,1.425,26359.38,5.3,578,1,0.63,0,13,0.22,51361.55,0.333,0
LA-2026-002360,1857.48,2939.98,1.201,1.862,11092.7,2.4,380,0,0.55,0,8,0.13,83341.12,0.661,0
LA-2026-002361,9827.94,3734.47,0.285,0.574,51882.04,6.9,819,3,0.13,0,69,1.0,85281.5,0.289,1
LA-2026-002362,2427.88,2669.04,0.999,1.778,4804.25,1.0,611,1,0.43,0,7,0.12,91354.11,0.779,0
LA-2026-002363,2039.22,2293.6,0.874,1.086,8705.25,3.1,582,1,0.25,3,7,0.12,40901.18,0.212,0
LA-2026-002364,2700.44,1190.87,0.389,0.678,22410.68,10.8,551,1,0.17,1,15,0.25,60098.82,0.289,0
LA-2026-002365,7295.25,4270.27,0.564,1.267,21659.26,2.3,781,3,0.19,0,30,0.5,62337.5,0.702,1
LA-2026-002366,2591.09,645.61,0.194,0.845,25359.97,9.0,365,0,0.56,0,3,0.05,87815.35,0.65,0
LA-2026-002367,13486.82,1773.57,0.129,0.437,24424.99,4.1,779,3,0.35,0,116,1.0,49216.31,0.308,1
LA-2026-002368,4333.69,1499.07,0.361,0.653,19230.36,7.1,550,1,0.62,0,9,0.15,27484.07,0.292,0
LA-2026-002369,3110.66,1475.56,0.398,1.509,18549.44,3.3,590,1,0.53,5,12,0.2,47537.27,1.11,0
LA-2026-002370,6458.72,3233.09,0.387,0.44,17451.65,4.8,730,2,0.28,0,86,1.0,29827.49,0.053,1
LA-2026-002371,5147.47,1915.17,0.308,0.484,7309.99,2.4,701,2,0.31,0,34,0.57,79669.38,0.175,1
LA-2026-002372,3776.07,1611.7,0.334,0.537,33850.56,13.1,638,1,0.35,1,10,0.17,63155.52,0.203,0
LA-2026-002373,11856.44,1657.83,0.121,0.164,15696.85,7.0,801,3,0.68,0,118,1.0,37562.48,0.043,1
LA-2026-002374,3264.38,3112.94,0.724,1.127,11657.06,2.4,633,1,0.26,0,11,0.18,89959.25,0.403,0
LA-2026-002375,3838.11,2578.98,0.53,0.633,7453.79,2.4,578,1,0.12,0,11,0.18,31737.51,0.103,1
LA-2026-002376,11838.1,2745.46,0.197,0.295,11667.35,2.8,738,2,0.46,0,85,1.0,87839.11,0.098,1
LA-2026-002377,6331.92,1180.26,0.15,0.918,11904.05,1.6,686,2,0.19,1,18,0.3,69567.77,0.768,1
LA-2026-002378,8297.01,961.25,0.096,0.577,15490.02,2.7,768,3,0.68,0,46,0.77,55564.65,0.482,1
LA-2026-002379,3846.39,1466.08,0.328,1.014,33349.44,7.4,689,2,0.62,0,25,0.42,70619.12,0.685,0
LA-2026-002380,4095.93,62.34,0.013,0.122,9227.27,16.3,586,1,0.47,5,14,0.23,27353.51,0.109,0
LA-2026-002381,2786.78,724.63,0.214,0.653,10151.52,4.6,501,0,0.1,0,5,0.08,80964.87,0.439,0
LA-2026-002382,4161.83,1645.47,0.362,0.558,21663.52,8.6,581,1,0.22,0,12,0.2,56773.61,0.195,1
LA-2026-002383,5947.34,2565.04,0.411,0.543,7626.04,2.2,661,2,0.5,0,31,0.52,19054.26,0.132,1
LA-2026-002384,3724.95,3065.0,0.672,1.097,66503.18,13.3,584,1,0.47,5,7,0.12,84660.45,0.425,0
LA-2026-002385,2701.25,89.96,0.033,1.028,16110.41,5.8,622,1,0.6,0,13,0.22,89075.35,0.994,0
LA-2026-002386,2274.36,2341.71,0.865,3.242,47312.81,5.4,609,1,0.18,2,11,0.18,74356.42,2.377,0
LA-2026-002387,4554.54,353.72,0.063,0.542,23772.63,7.8,670,2,0.46,2,12,0.2,62059.66,0.479,1
LA-2026-002388,3659.12,783.44,0.18,0.396,1461.39,0.8,664,2,0.15,1,31,0.52,51358.96,0.217,1
LA-2026-002389,1829.95,2196.68,0.999,1.642,27349.37,7.6,516,0,0.54,5,1,0.02,84907.41,0.642,0
LA-2026-002390,6266.1,2377.2,0.29,0.583,36237.19,7.6,837,3,0.57,0,85,1.0,78013.81,0.293,1
LA-2026-002391,1569.98,3439.8,1.706,1.761,2340.41,0.7,374,0,0.53,5,12,0.2,8135.47,0.056,0
LA-2026-002392,2135.64,953.39,0.336,0.897,74508.69,29.3,566,1,0.58,5,14,0.23,94501.01,0.561,0
LA-2026-002393,1942.97,1625.71,0.833,1.424,42919.89,15.4,473,0,0.6,0,11,0.18,59608.95,0.591,1
LA-2026-002394,2483.87,372.79,0.147,0.957,13505.07,5.6,330,0,0.36,0,9,0.15,45317.66,0.81,0
LA-2026-002395,3774.14,343.33,0.069,0.948,18085.91,3.9,575,1,0.45,2,18,0.3,97809.72,0.878,0
LA-2026-002396,8739.18,2438.48,0.22,0.332,1720.32,0.5,845,3,0.68,0,111,1.0,14411.32,0.112,1
LA-2026-002397,8698.69,1771.16,0.183,0.351,19849.75,5.8,797,3,0.59,0,82,1.0,54730.66,0.168,1
LA-2026-002398,3821.24,713.82,0.143,0.491,36402.69,14.9,649,1,0.14,2,6,0.1,55070.13,0.347,0
LA-2026-002399,1675.0,3425.64,1.559,2.098,40173.21,8.7,448,0,0.44,1,3,0.05,68754.33,0.539,0
LA-2026-002400,2334.2,2042.34,0.711,1.138,17577.56,5.4,649,1,0.41,1,6,0.1,83469.61,0.427,0
LA-2026-002401,3176.74,3725.07,1.269,2.055,15874.82,2.6,405,0,0.62,5,4,0.07,50781.21,0.786,0
LA-2026-002402,13919.3,1627.88,0.118,0.191,27551.46,10.4,732,2,0.69,0,88,1.0,41599.87,0.073,1
LA-2026-002403,4263.03,2322.6,0.529,0.904,65266.92,16.5,558,1,0.45,4,14,0.23,98336.37,0.375,0
LA-2026-002404,2070.02,1880.52,0.687,2.278,25588.46,4.1,382,0,0.32,5,3,0.05,97411.16,1.591,0
LA-2026-002405,5854.29,3263.71,0.467,0.667,8160.87,1.8,664,2,0.27,0,28,0.47,46233.89,0.2,1
LA-2026-002406,2321.34,3044.05,1.096,1.301,12713.06,3.5,583,1,0.54,3,8,0.13,28063.39,0.206,0
LA-2026-002407,4488.48,874.12,0.149,0.392,19069.35,8.3,677,2,0.67,0,13,0.22,32344.17,0.244,1
LA-2026-002408,2927.04,2171.71,0.628,1.165,4770.99,1.2,408,0,0.62,2,4,0.07,42746.02,0.537,0
LA-2026-002409,6907.37,482.03,0.061,0.09,4007.02,5.6,689,2,0.57,2,36,0.6,12323.1,0.03,1
LA-2026-002410,15392.72,1112.89,0.075,0.307,47430.93,10.4,752,3,0.68,0,86,1.0,76258.8,0.232,1
LA-2026-002411,2887.83,1200.36,0.333,0.676,18753.44,7.7,550,1,0.58,5,14,0.23,75077.96,0.343,0
LA-2026-002412,3365.33,2523.12,0.572,1.038,6812.55,1.5,648,1,0.4,1,12,0.2,47429.89,0.465,0
LA-2026-002413,2594.24,4015.28,1.379,1.465,8790.85,2.1,476,0,0.11,3,5,0.08,11194.5,0.086,0
LA-2026-002414,1207.03,3306.6,2.201,3.706,22263.11,4.0,539,0,0.39,2,2,0.03,73389.01,1.505,0
LA-2026-002415,9121.83,2060.38,0.174,0.263,5922.84,1.9,839,3,0.54,0,96,1.0,43038.69,0.089,1
LA-2026-002416,2949.2,3072.33,0.885,1.404,32475.74,6.7,600,1,0.67,0,15,0.25,78102.21,0.519,0
LA-2026-002417,3087.07,33.34,0.011,0.535,24423.93,15.2,582,1,0.52,3,15,0.25,67891.24,0.524,0
LA-2026-002418,1232.53,1891.32,1.165,2.15,29465.66,8.4,302,0,0.51,2,12,0.2,81882.42,0.985,0
LA-2026-002419,4489.47,2731.15,0.572,0.797,19953.28,5.2,711,2,0.5,0,23,0.38,46983.0,0.226,1
LA-2026-002420,3188.4,3657.32,1.23,2.438,24359.78,3.4,461,0,0.47,0,5,0.08,83009.84,1.209,0
LA-2026-002421,3967.49,495.66,0.104,0.37,51002.01,28.9,717,2,0.16,0,15,0.25,89141.62,0.266,1
LA-2026-002422,2593.11,1469.03,0.435,0.72,42120.92,17.3,337,0,0.48,2,4,0.07,62008.19,0.286,0
LA-2026-002423,6980.71,3756.37,0.405,0.554,30648.91,6.0,746,2,0.41,0,96,1.0,68286.73,0.149,1
LA-2026-002424,4367.28,470.01,0.098,0.164,11799.44,14.9,701,2,0.69,0,21,0.35,19054.47,0.066,1
LA-2026-002425,3709.83,1704.31,0.384,0.937,20570.73,5.0,578,1,0.67,3,15,0.25,81087.8,0.552,0
LA-2026-002426,2059.87,1654.06,0.627,0.988,8442.76,3.2,355,0,0.63,4,10,0.17,67577.66,0.361,0
LA-2026-002427,9235.41,3631.18,0.325,0.439,5495.54,1.1,807,3,0.18,0,95,1.0,28572.05,0.113,1
LA-2026-002428,5342.17,2819.01,0.602,0.812,48605.1,12.8,616,1,0.57,0,7,0.12,65389.64,0.211,0
LA-2026-002429,1860.78,67.79,0.03,0.659,43502.0,29.0,483,0,0.66,0,3,0.05,90854.79,0.629,0
LA-2026-002430,2700.16,3541.94,1.301,1.605,18552.8,4.2,557,1,0.17,1,8,0.13,26867.46,0.304,0
LA-2026-002431,2027.01,2987.21,1.16,1.567,46429.93,11.5,442,0,0.22,1,6,0.1,66978.15,0.407,0
LA-2026-002432,3366.96,412.93,0.101,0.195,8208.44,10.3,718,2,0.32,0,21,0.35,24484.07,0.094,1
LA-2026-002433,7773.35,2686.78,0.369,0.391,2887.24,1.0,724,2,0.15,0,28,0.47,8459.05,0.022,1
LA-2026-002434,3264.95,675.62,0.157,0.362,26673.65,17.1,574,1,0.47,4,10,0.17,39142.63,0.205,0
LA-2026-002435,10720.82,1034.55,0.075,0.274,37420.61,9.9,757,3,0.47,0,26,0.43,87577.64,0.199,1
LA-2026-002436,3570.9,1512.29,0.39,0.52,17669.31,8.8,584,1,0.35,5,7,0.12,24769.16,0.131,0
LA-2026-002437,3731.15,3979.97,0.918,1.565,43211.74,6.4,623,1,0.17,2,16,0.27,89380.9,0.647,0
LA-2026-002438,4423.76,3307.59,0.72,0.789,4456.58,1.2,711,2,0.57,0,19,0.32,21809.43,0.069,1
LA-2026-002439,6740.7,1622.45,0.266,0.385,8609.94,3.7,710,2,0.25,0,34,0.57,30843.62,0.119,1
LA-2026-002440,3793.25,3201.5,0.654,0.95,29030.47,6.2,575,1,0.68,5,16,0.27,48909.74,0.296,0
LA-2026-002441,5595.51,3663.84,0.503,0.755,48090.6,8.7,701,2,0.19,0,34,0.57,62081.22,0.252,1
LA-2026-002442,2266.85,1392.66,0.584,1.233,53047.57,18.0,373,0,0.44,0,5,0.08,68577.52,0.649,0
LA-2026-002443,7298.06,3457.45,0.403,0.629,14880.32,2.8,720,2,0.35,0,98,1.0,63693.3,0.227,1
LA-2026-002444,2266.75,3550.56,1.306,1.675,12187.13,2.7,565,1,0.23,0,15,0.25,33758.97,0.369,0
LA-2026-002445,2228.77,1628.5,0.619,2.012,12807.8,2.4,572,1,0.41,3,9,0.15,42357.51,1.393,0
LA-2026-002446,7061.24,2895.53,0.372,0.438,7474.05,2.2,749,2,0.62,0,117,1.0,16507.34,0.066,1
LA-2026-002447,3393.97,2640.48,0.647,0.755,14362.01,4.7,700,2,0.51,0,16,0.27,28401.06,0.108,1
LA-2026-002448,2572.08,3287.15,1.2,4.071,1434.53,0.1,569,1,0.62,0,9,0.15,91613.37,2.871,0
LA-2026-002449,7202.5,2601.81,0.358,0.582,23904.93,5.7,718,2,0.67,0,26,0.43,53381.96,0.224,0
LA-2026-002450,3983.95,2695.41,0.625,1.013,32036.88,7.3,665,2,0.36,0,23,0.38,90276.32,0.388,1
LA-2026-002451,4409.71,1261.44,0.216,0.262,1214.82,0.8,697,2,0.58,0,13,0.22,11875.58,0.046,0
LA-2026-002452,10847.64,1768.23,0.129,0.23,16021.12,5.1,770,3,0.42,0,82,1.0,85106.49,0.102,1
LA-2026-002453,2611.08,175.54,0.065,0.658,37902.66,21.5,649,1,0.65,0,6,0.1,69473.59,0.592,0
LA-2026-002454,1301.21,1510.6,0.94,3.198,14917.93,2.9,403,0,0.58,5,3,0.05,42477.1,2.258,0
LA-2026-002455,5137.97,2738.49,0.491,0.642,10394.98,2.9,663,2,0.54,1,21,0.35,54449.61,0.151,0
LA-2026-002456,3095.76,3788.9,1.015,1.152,9476.47,2.2,581,1,0.31,4,14,0.23,29668.25,0.137,0
LA-2026-002457,2214.74,1997.71,0.741,2.293,25981.24,4.2,588,1,0.13,0,16,0.27,95805.93,1.553,0
LA-2026-002458,2582.56,229.04,0.068,1.063,36072.38,10.0,581,1,0.54,4,12,0.2,75585.67,0.996,0
LA-2026-002459,3283.52,853.43,0.203,0.599,61302.14,24.3,675,2,0.65,2,22,0.37,82974.89,0.397,1
LA-2026-002460,2441.96,1689.62,0.542,0.985,35121.04,11.4,431,0,0.5,1,6,0.1,74367.56,0.442,0
LA-2026-002461,3418.53,1498.84,0.353,0.552,32368.32,13.8,586,1,0.26,3,7,0.12,52032.47,0.198,0
